VACLS,RXNORM,NAME,NDC
CV400,283316,hydrochlorothiazide 12.5 MG / telmisartan 40 MG Oral Tablet,46708020930
CV400,283316,hydrochlorothiazide 12.5 MG / telmisartan 40 MG Oral Tablet,46708020991
CV400,283316,hydrochlorothiazide 12.5 MG / telmisartan 40 MG Oral Tablet,62332020910
CV400,283316,hydrochlorothiazide 12.5 MG / telmisartan 40 MG Oral Tablet,62332020930
CV400,283316,hydrochlorothiazide 12.5 MG / telmisartan 40 MG Oral Tablet,62332020991
CV400,283316,hydrochlorothiazide 12.5 MG / telmisartan 40 MG Oral Tablet,65862097603
CV400,283316,hydrochlorothiazide 12.5 MG / telmisartan 40 MG Oral Tablet,65862097610
CV400,283316,hydrochlorothiazide 12.5 MG / telmisartan 40 MG Oral Tablet,68180019306
CV400,283316,hydrochlorothiazide 12.5 MG / telmisartan 40 MG Oral Tablet,68180019309
CV400,283316,hydrochlorothiazide 12.5 MG / telmisartan 40 MG Oral Tablet,68180019311
CV400,283316,hydrochlorothiazide 12.5 MG / telmisartan 40 MG Oral Tablet,68180019313
CV400,283316,hydrochlorothiazide 12.5 MG / telmisartan 40 MG Oral Tablet,68382051306
CV400,283316,hydrochlorothiazide 12.5 MG / telmisartan 40 MG Oral Tablet,68382051316
CV400,283316,hydrochlorothiazide 12.5 MG / telmisartan 40 MG Oral Tablet,68382051330
CV400,283316,hydrochlorothiazide 12.5 MG / telmisartan 40 MG Oral Tablet,68382051384
CV400,283316,hydrochlorothiazide 12.5 MG / telmisartan 40 MG Oral Tablet,68462084011
CV400,283316,hydrochlorothiazide 12.5 MG / telmisartan 40 MG Oral Tablet,68462084013
CV400,283316,hydrochlorothiazide 12.5 MG / telmisartan 40 MG Oral Tablet,70771112302
CV400,283316,hydrochlorothiazide 12.5 MG / telmisartan 40 MG Oral Tablet,70771112303
CV400,283316,hydrochlorothiazide 12.5 MG / telmisartan 40 MG Oral Tablet,70771112308
CV400,283316,hydrochlorothiazide 12.5 MG / telmisartan 40 MG Oral Tablet,70771112309
CV400,749837,hydrochlorothiazide 12.5 MG / telmisartan 80 MG Oral Tablet [Micardis-HCT],00597004437
CV400,283317,hydrochlorothiazide 12.5 MG / telmisartan 80 MG Oral Tablet,00054054618
CV400,283317,hydrochlorothiazide 12.5 MG / telmisartan 80 MG Oral Tablet,00378290277
CV400,283317,hydrochlorothiazide 12.5 MG / telmisartan 80 MG Oral Tablet,00378290293
CV400,283317,hydrochlorothiazide 12.5 MG / telmisartan 80 MG Oral Tablet,13668016030
CV400,283317,hydrochlorothiazide 12.5 MG / telmisartan 80 MG Oral Tablet,13668016072
CV400,283317,hydrochlorothiazide 12.5 MG / telmisartan 80 MG Oral Tablet,33342012907
CV400,283317,hydrochlorothiazide 12.5 MG / telmisartan 80 MG Oral Tablet,43547044203
CV400,283317,hydrochlorothiazide 12.5 MG / telmisartan 80 MG Oral Tablet,43547044209
CV400,283317,hydrochlorothiazide 12.5 MG / telmisartan 80 MG Oral Tablet,46708021010
CV400,283317,hydrochlorothiazide 12.5 MG / telmisartan 80 MG Oral Tablet,46708021030
CV400,283317,hydrochlorothiazide 12.5 MG / telmisartan 80 MG Oral Tablet,46708021091
CV400,283317,hydrochlorothiazide 12.5 MG / telmisartan 80 MG Oral Tablet,62332021010
CV400,283317,hydrochlorothiazide 12.5 MG / telmisartan 80 MG Oral Tablet,62332021030
CV400,283317,hydrochlorothiazide 12.5 MG / telmisartan 80 MG Oral Tablet,62332021091
CV400,283317,hydrochlorothiazide 12.5 MG / telmisartan 80 MG Oral Tablet,65862097703
CV400,283317,hydrochlorothiazide 12.5 MG / telmisartan 80 MG Oral Tablet,65862097710
CV400,283317,hydrochlorothiazide 12.5 MG / telmisartan 80 MG Oral Tablet,68180019406
CV400,283317,hydrochlorothiazide 12.5 MG / telmisartan 80 MG Oral Tablet,68180019409
CV400,283317,hydrochlorothiazide 12.5 MG / telmisartan 80 MG Oral Tablet,68180019411
CV400,283317,hydrochlorothiazide 12.5 MG / telmisartan 80 MG Oral Tablet,68180019413
CV400,283317,hydrochlorothiazide 12.5 MG / telmisartan 80 MG Oral Tablet,68382051406
CV400,283317,hydrochlorothiazide 12.5 MG / telmisartan 80 MG Oral Tablet,68382051416
CV400,283317,hydrochlorothiazide 12.5 MG / telmisartan 80 MG Oral Tablet,68382051430
CV400,283317,hydrochlorothiazide 12.5 MG / telmisartan 80 MG Oral Tablet,68382051484
CV400,283317,hydrochlorothiazide 12.5 MG / telmisartan 80 MG Oral Tablet,68462084111
CV400,283317,hydrochlorothiazide 12.5 MG / telmisartan 80 MG Oral Tablet,68462084113
CV400,283317,hydrochlorothiazide 12.5 MG / telmisartan 80 MG Oral Tablet,70771112402
CV400,283317,hydrochlorothiazide 12.5 MG / telmisartan 80 MG Oral Tablet,70771112403
CV400,283317,hydrochlorothiazide 12.5 MG / telmisartan 80 MG Oral Tablet,70771112408
CV400,283317,hydrochlorothiazide 12.5 MG / telmisartan 80 MG Oral Tablet,70771112409
CV400,823934,hydrochlorothiazide 12.5 MG / irbesartan 150 MG Oral Tablet [Avalide],00024585530
CV400,823934,hydrochlorothiazide 12.5 MG / irbesartan 150 MG Oral Tablet [Avalide],63629337401
CV400,823934,hydrochlorothiazide 12.5 MG / irbesartan 150 MG Oral Tablet [Avalide],63629337402
CV400,823934,hydrochlorothiazide 12.5 MG / irbesartan 150 MG Oral Tablet [Avalide],63629337403
CV400,823934,hydrochlorothiazide 12.5 MG / irbesartan 150 MG Oral Tablet [Avalide],63629337404
CV400,310792,hydrochlorothiazide 12.5 MG / irbesartan 150 MG Oral Tablet,00054025413
CV400,310792,hydrochlorothiazide 12.5 MG / irbesartan 150 MG Oral Tablet,00054025422
CV400,310792,hydrochlorothiazide 12.5 MG / irbesartan 150 MG Oral Tablet,00093823856
CV400,310792,hydrochlorothiazide 12.5 MG / irbesartan 150 MG Oral Tablet,00093823898
CV400,310792,hydrochlorothiazide 12.5 MG / irbesartan 150 MG Oral Tablet,00378303377
CV400,310792,hydrochlorothiazide 12.5 MG / irbesartan 150 MG Oral Tablet,00378303393
CV400,310792,hydrochlorothiazide 12.5 MG / irbesartan 150 MG Oral Tablet,00955104590
CV400,310792,hydrochlorothiazide 12.5 MG / irbesartan 150 MG Oral Tablet,29300021510
CV400,310792,hydrochlorothiazide 12.5 MG / irbesartan 150 MG Oral Tablet,29300021513
CV400,310792,hydrochlorothiazide 12.5 MG / irbesartan 150 MG Oral Tablet,29300021519
CV400,310792,hydrochlorothiazide 12.5 MG / irbesartan 150 MG Oral Tablet,33342005706
CV400,310792,hydrochlorothiazide 12.5 MG / irbesartan 150 MG Oral Tablet,33342005707
CV400,310792,hydrochlorothiazide 12.5 MG / irbesartan 150 MG Oral Tablet,33342005710
CV400,310792,hydrochlorothiazide 12.5 MG / irbesartan 150 MG Oral Tablet,33342005715
CV400,310792,hydrochlorothiazide 12.5 MG / irbesartan 150 MG Oral Tablet,33342005739
CV400,310792,hydrochlorothiazide 12.5 MG / irbesartan 150 MG Oral Tablet,42291034290
CV400,310792,hydrochlorothiazide 12.5 MG / irbesartan 150 MG Oral Tablet,42658014101
CV400,310792,hydrochlorothiazide 12.5 MG / irbesartan 150 MG Oral Tablet,42658014104
CV400,310792,hydrochlorothiazide 12.5 MG / irbesartan 150 MG Oral Tablet,42658014107
CV400,310792,hydrochlorothiazide 12.5 MG / irbesartan 150 MG Oral Tablet,43547033003
CV400,310792,hydrochlorothiazide 12.5 MG / irbesartan 150 MG Oral Tablet,43547033009
CV400,310792,hydrochlorothiazide 12.5 MG / irbesartan 150 MG Oral Tablet,43547033050
CV400,310792,hydrochlorothiazide 12.5 MG / irbesartan 150 MG Oral Tablet,46708044210
CV400,310792,hydrochlorothiazide 12.5 MG / irbesartan 150 MG Oral Tablet,46708044230
CV400,310792,hydrochlorothiazide 12.5 MG / irbesartan 150 MG Oral Tablet,46708044290
CV400,310792,hydrochlorothiazide 12.5 MG / irbesartan 150 MG Oral Tablet,46708044291
CV400,310792,hydrochlorothiazide 12.5 MG / irbesartan 150 MG Oral Tablet,60505360303
CV400,310792,hydrochlorothiazide 12.5 MG / irbesartan 150 MG Oral Tablet,60505360309
CV400,310792,hydrochlorothiazide 12.5 MG / irbesartan 150 MG Oral Tablet,62332005110
CV400,310792,hydrochlorothiazide 12.5 MG / irbesartan 150 MG Oral Tablet,62332005130
CV400,310792,hydrochlorothiazide 12.5 MG / irbesartan 150 MG Oral Tablet,62332005190
CV400,310792,hydrochlorothiazide 12.5 MG / irbesartan 150 MG Oral Tablet,62332005191
CV400,310792,hydrochlorothiazide 12.5 MG / irbesartan 150 MG Oral Tablet,63187065330
CV400,310792,hydrochlorothiazide 12.5 MG / irbesartan 150 MG Oral Tablet,63187065360
CV400,310792,hydrochlorothiazide 12.5 MG / irbesartan 150 MG Oral Tablet,63187065390
CV400,310792,hydrochlorothiazide 12.5 MG / irbesartan 150 MG Oral Tablet,63187098130
CV400,310792,hydrochlorothiazide 12.5 MG / irbesartan 150 MG Oral Tablet,63187098160
CV400,310792,hydrochlorothiazide 12.5 MG / irbesartan 150 MG Oral Tablet,63187098190
CV400,310792,hydrochlorothiazide 12.5 MG / irbesartan 150 MG Oral Tablet,63629746801
CV400,310792,hydrochlorothiazide 12.5 MG / irbesartan 150 MG Oral Tablet,63629746802
CV400,310792,hydrochlorothiazide 12.5 MG / irbesartan 150 MG Oral Tablet,63629746803
CV400,310792,hydrochlorothiazide 12.5 MG / irbesartan 150 MG Oral Tablet,65862062905
CV400,310792,hydrochlorothiazide 12.5 MG / irbesartan 150 MG Oral Tablet,65862062930
CV400,310792,hydrochlorothiazide 12.5 MG / irbesartan 150 MG Oral Tablet,65862062990
CV400,310792,hydrochlorothiazide 12.5 MG / irbesartan 150 MG Oral Tablet,65862062999
CV400,310792,hydrochlorothiazide 12.5 MG / irbesartan 150 MG Oral Tablet,68180041306
CV400,310792,hydrochlorothiazide 12.5 MG / irbesartan 150 MG Oral Tablet,68180041309
CV400,310792,hydrochlorothiazide 12.5 MG / irbesartan 150 MG Oral Tablet,70518201300
CV400,310792,hydrochlorothiazide 12.5 MG / irbesartan 150 MG Oral Tablet,70518224700
CV400,310792,hydrochlorothiazide 12.5 MG / irbesartan 150 MG Oral Tablet,70518359300
CV400,310792,hydrochlorothiazide 12.5 MG / irbesartan 150 MG Oral Tablet,71205006330
CV400,310792,hydrochlorothiazide 12.5 MG / irbesartan 150 MG Oral Tablet,71205006360
CV400,310792,hydrochlorothiazide 12.5 MG / irbesartan 150 MG Oral Tablet,71205006390
CV400,310792,hydrochlorothiazide 12.5 MG / irbesartan 150 MG Oral Tablet,71335109701
CV400,310792,hydrochlorothiazide 12.5 MG / irbesartan 150 MG Oral Tablet,71335109702
CV400,310792,hydrochlorothiazide 12.5 MG / irbesartan 150 MG Oral Tablet,71335109703
CV400,310792,hydrochlorothiazide 12.5 MG / irbesartan 150 MG Oral Tablet,71335139201
CV400,310792,hydrochlorothiazide 12.5 MG / irbesartan 150 MG Oral Tablet,71335139202
CV400,310792,hydrochlorothiazide 12.5 MG / irbesartan 150 MG Oral Tablet,71335139203
CV400,310792,hydrochlorothiazide 12.5 MG / irbesartan 150 MG Oral Tablet,71335178701
CV400,310792,hydrochlorothiazide 12.5 MG / irbesartan 150 MG Oral Tablet,71335178702
CV400,310792,hydrochlorothiazide 12.5 MG / irbesartan 150 MG Oral Tablet,71335178703
CV400,310792,hydrochlorothiazide 12.5 MG / irbesartan 150 MG Oral Tablet,71335209901
CV400,310792,hydrochlorothiazide 12.5 MG / irbesartan 150 MG Oral Tablet,71335209902
CV400,310792,hydrochlorothiazide 12.5 MG / irbesartan 150 MG Oral Tablet,71335209903
CV400,310792,hydrochlorothiazide 12.5 MG / irbesartan 150 MG Oral Tablet,72162103509
CV400,823938,hydrochlorothiazide 12.5 MG / irbesartan 300 MG Oral Tablet [Avalide],00024585630
CV400,310793,hydrochlorothiazide 12.5 MG / irbesartan 300 MG Oral Tablet,00054025513
CV400,310793,hydrochlorothiazide 12.5 MG / irbesartan 300 MG Oral Tablet,00054025522
CV400,310793,hydrochlorothiazide 12.5 MG / irbesartan 300 MG Oral Tablet,00093823256
CV400,310793,hydrochlorothiazide 12.5 MG / irbesartan 300 MG Oral Tablet,00093823298
CV400,310793,hydrochlorothiazide 12.5 MG / irbesartan 300 MG Oral Tablet,00378303477
CV400,310793,hydrochlorothiazide 12.5 MG / irbesartan 300 MG Oral Tablet,00378303493
CV400,310793,hydrochlorothiazide 12.5 MG / irbesartan 300 MG Oral Tablet,00955104690
CV400,310793,hydrochlorothiazide 12.5 MG / irbesartan 300 MG Oral Tablet,29300021610
CV400,310793,hydrochlorothiazide 12.5 MG / irbesartan 300 MG Oral Tablet,29300021613
CV400,310793,hydrochlorothiazide 12.5 MG / irbesartan 300 MG Oral Tablet,29300021619
CV400,310793,hydrochlorothiazide 12.5 MG / irbesartan 300 MG Oral Tablet,33342005806
CV400,310793,hydrochlorothiazide 12.5 MG / irbesartan 300 MG Oral Tablet,33342005807
CV400,310793,hydrochlorothiazide 12.5 MG / irbesartan 300 MG Oral Tablet,33342005810
CV400,310793,hydrochlorothiazide 12.5 MG / irbesartan 300 MG Oral Tablet,33342005815
CV400,310793,hydrochlorothiazide 12.5 MG / irbesartan 300 MG Oral Tablet,33342005839
CV400,310793,hydrochlorothiazide 12.5 MG / irbesartan 300 MG Oral Tablet,42291034390
CV400,310793,hydrochlorothiazide 12.5 MG / irbesartan 300 MG Oral Tablet,42658014201
CV400,310793,hydrochlorothiazide 12.5 MG / irbesartan 300 MG Oral Tablet,42658014204
CV400,310793,hydrochlorothiazide 12.5 MG / irbesartan 300 MG Oral Tablet,42658014207
CV400,310793,hydrochlorothiazide 12.5 MG / irbesartan 300 MG Oral Tablet,43547033103
CV400,310793,hydrochlorothiazide 12.5 MG / irbesartan 300 MG Oral Tablet,43547033109
CV400,310793,hydrochlorothiazide 12.5 MG / irbesartan 300 MG Oral Tablet,43547033150
CV400,310793,hydrochlorothiazide 12.5 MG / irbesartan 300 MG Oral Tablet,46708044310
CV400,310793,hydrochlorothiazide 12.5 MG / irbesartan 300 MG Oral Tablet,46708044330
CV400,310793,hydrochlorothiazide 12.5 MG / irbesartan 300 MG Oral Tablet,46708044390
CV400,310793,hydrochlorothiazide 12.5 MG / irbesartan 300 MG Oral Tablet,46708044391
CV400,310793,hydrochlorothiazide 12.5 MG / irbesartan 300 MG Oral Tablet,60505360403
CV400,310793,hydrochlorothiazide 12.5 MG / irbesartan 300 MG Oral Tablet,60505360409
CV400,310793,hydrochlorothiazide 12.5 MG / irbesartan 300 MG Oral Tablet,62332005210
CV400,310793,hydrochlorothiazide 12.5 MG / irbesartan 300 MG Oral Tablet,62332005230
CV400,310793,hydrochlorothiazide 12.5 MG / irbesartan 300 MG Oral Tablet,62332005290
CV400,310793,hydrochlorothiazide 12.5 MG / irbesartan 300 MG Oral Tablet,62332005291
CV400,310793,hydrochlorothiazide 12.5 MG / irbesartan 300 MG Oral Tablet,65862063005
CV400,310793,hydrochlorothiazide 12.5 MG / irbesartan 300 MG Oral Tablet,65862063030
CV400,310793,hydrochlorothiazide 12.5 MG / irbesartan 300 MG Oral Tablet,65862063090
CV400,310793,hydrochlorothiazide 12.5 MG / irbesartan 300 MG Oral Tablet,65862063099
CV400,310793,hydrochlorothiazide 12.5 MG / irbesartan 300 MG Oral Tablet,68180041406
CV400,310793,hydrochlorothiazide 12.5 MG / irbesartan 300 MG Oral Tablet,68180041409
CV400,310793,hydrochlorothiazide 12.5 MG / irbesartan 300 MG Oral Tablet,70518155000
CV400,310793,hydrochlorothiazide 12.5 MG / irbesartan 300 MG Oral Tablet,70518261900
CV400,809854,hydrochlorothiazide 12.5 MG / quinapril 10 MG Oral Tablet [Accuretic],00071022223
CV400,809854,hydrochlorothiazide 12.5 MG / quinapril 10 MG Oral Tablet [Accuretic],00071311223
CV400,310796,hydrochlorothiazide 12.5 MG / quinapril 10 MG Oral Tablet,00378054277
CV400,310796,hydrochlorothiazide 12.5 MG / quinapril 10 MG Oral Tablet,43386071003
CV400,310796,hydrochlorothiazide 12.5 MG / quinapril 10 MG Oral Tablet,43386071005
CV400,310796,hydrochlorothiazide 12.5 MG / quinapril 10 MG Oral Tablet,43386071009
CV400,310796,hydrochlorothiazide 12.5 MG / quinapril 10 MG Oral Tablet,59762022201
CV400,310796,hydrochlorothiazide 12.5 MG / quinapril 10 MG Oral Tablet,60505340905
CV400,310796,hydrochlorothiazide 12.5 MG / quinapril 10 MG Oral Tablet,60505340909
CV400,310796,hydrochlorothiazide 12.5 MG / quinapril 10 MG Oral Tablet,65862016190
CV400,310796,hydrochlorothiazide 12.5 MG / quinapril 10 MG Oral Tablet,69097082805
CV400,809858,hydrochlorothiazide 12.5 MG / quinapril 20 MG Oral Tablet [Accuretic],00071022023
CV400,809858,hydrochlorothiazide 12.5 MG / quinapril 20 MG Oral Tablet [Accuretic],00071521223
CV400,310797,hydrochlorothiazide 12.5 MG / quinapril 20 MG Oral Tablet,00378054377
CV400,310797,hydrochlorothiazide 12.5 MG / quinapril 20 MG Oral Tablet,31722037590
CV400,310797,hydrochlorothiazide 12.5 MG / quinapril 20 MG Oral Tablet,43386071103
CV400,310797,hydrochlorothiazide 12.5 MG / quinapril 20 MG Oral Tablet,43386071105
CV400,310797,hydrochlorothiazide 12.5 MG / quinapril 20 MG Oral Tablet,43386071109
CV400,310797,hydrochlorothiazide 12.5 MG / quinapril 20 MG Oral Tablet,59762022001
CV400,310797,hydrochlorothiazide 12.5 MG / quinapril 20 MG Oral Tablet,65862016230
CV400,310797,hydrochlorothiazide 12.5 MG / quinapril 20 MG Oral Tablet,65862016290
CV400,310797,hydrochlorothiazide 12.5 MG / quinapril 20 MG Oral Tablet,69097082905
CV400,882559,hydrochlorothiazide 25 MG / quinapril 20 MG Oral Tablet [Accuretic],00071022323
CV400,310809,hydrochlorothiazide 25 MG / quinapril 20 MG Oral Tablet,00378054477
CV400,310809,hydrochlorothiazide 25 MG / quinapril 20 MG Oral Tablet,43386071203
CV400,310809,hydrochlorothiazide 25 MG / quinapril 20 MG Oral Tablet,43386071205
CV400,310809,hydrochlorothiazide 25 MG / quinapril 20 MG Oral Tablet,43386071209
CV400,310809,hydrochlorothiazide 25 MG / quinapril 20 MG Oral Tablet,59762022301
CV400,310809,hydrochlorothiazide 25 MG / quinapril 20 MG Oral Tablet,59762522509
CV400,310809,hydrochlorothiazide 25 MG / quinapril 20 MG Oral Tablet,60505341105
CV400,310809,hydrochlorothiazide 25 MG / quinapril 20 MG Oral Tablet,65862016390
CV400,310809,hydrochlorothiazide 25 MG / quinapril 20 MG Oral Tablet,69097083105
CV400,809022,hydrochlorothiazide 25 MG / valsartan 160 MG Oral Tablet [Diovan HCT],00078038334
CV400,809022,hydrochlorothiazide 25 MG / valsartan 160 MG Oral Tablet [Diovan HCT],00078038361
CV400,809022,hydrochlorothiazide 25 MG / valsartan 160 MG Oral Tablet [Diovan HCT],13411015601
CV400,809022,hydrochlorothiazide 25 MG / valsartan 160 MG Oral Tablet [Diovan HCT],13411015602
CV400,809022,hydrochlorothiazide 25 MG / valsartan 160 MG Oral Tablet [Diovan HCT],13411015603
CV400,809022,hydrochlorothiazide 25 MG / valsartan 160 MG Oral Tablet [Diovan HCT],13411015606
CV400,809022,hydrochlorothiazide 25 MG / valsartan 160 MG Oral Tablet [Diovan HCT],13411015609
CV400,809022,hydrochlorothiazide 25 MG / valsartan 160 MG Oral Tablet [Diovan HCT],35356006030
CV400,809022,hydrochlorothiazide 25 MG / valsartan 160 MG Oral Tablet [Diovan HCT],55289082030
CV400,349353,hydrochlorothiazide 25 MG / valsartan 160 MG Oral Tablet,00378632305
CV400,349353,hydrochlorothiazide 25 MG / valsartan 160 MG Oral Tablet,00378632377
CV400,349353,hydrochlorothiazide 25 MG / valsartan 160 MG Oral Tablet,00781595064
CV400,349353,hydrochlorothiazide 25 MG / valsartan 160 MG Oral Tablet,33342007610
CV400,349353,hydrochlorothiazide 25 MG / valsartan 160 MG Oral Tablet,33342007615
CV400,349353,hydrochlorothiazide 25 MG / valsartan 160 MG Oral Tablet,42291096790
CV400,349353,hydrochlorothiazide 25 MG / valsartan 160 MG Oral Tablet,43547031303
CV400,349353,hydrochlorothiazide 25 MG / valsartan 160 MG Oral Tablet,43547031309
CV400,349353,hydrochlorothiazide 25 MG / valsartan 160 MG Oral Tablet,43547031350
CV400,349353,hydrochlorothiazide 25 MG / valsartan 160 MG Oral Tablet,46708045510
CV400,349353,hydrochlorothiazide 25 MG / valsartan 160 MG Oral Tablet,46708045530
CV400,349353,hydrochlorothiazide 25 MG / valsartan 160 MG Oral Tablet,46708045571
CV400,349353,hydrochlorothiazide 25 MG / valsartan 160 MG Oral Tablet,46708045590
CV400,349353,hydrochlorothiazide 25 MG / valsartan 160 MG Oral Tablet,50090176300
CV400,349353,hydrochlorothiazide 25 MG / valsartan 160 MG Oral Tablet,50090487200
CV400,349353,hydrochlorothiazide 25 MG / valsartan 160 MG Oral Tablet,50090598500
CV400,349353,hydrochlorothiazide 25 MG / valsartan 160 MG Oral Tablet,50090621000
CV400,349353,hydrochlorothiazide 25 MG / valsartan 160 MG Oral Tablet,53002178503
CV400,349353,hydrochlorothiazide 25 MG / valsartan 160 MG Oral Tablet,53002178509
CV400,349353,hydrochlorothiazide 25 MG / valsartan 160 MG Oral Tablet,53002278509
CV400,349353,hydrochlorothiazide 25 MG / valsartan 160 MG Oral Tablet,53746084790
CV400,349353,hydrochlorothiazide 25 MG / valsartan 160 MG Oral Tablet,60505380809
CV400,349353,hydrochlorothiazide 25 MG / valsartan 160 MG Oral Tablet,61919097230
CV400,349353,hydrochlorothiazide 25 MG / valsartan 160 MG Oral Tablet,62332008110
CV400,349353,hydrochlorothiazide 25 MG / valsartan 160 MG Oral Tablet,62332008130
CV400,349353,hydrochlorothiazide 25 MG / valsartan 160 MG Oral Tablet,62332008171
CV400,349353,hydrochlorothiazide 25 MG / valsartan 160 MG Oral Tablet,62332008190
CV400,349353,hydrochlorothiazide 25 MG / valsartan 160 MG Oral Tablet,65162084703
CV400,349353,hydrochlorothiazide 25 MG / valsartan 160 MG Oral Tablet,65162084709
CV400,349353,hydrochlorothiazide 25 MG / valsartan 160 MG Oral Tablet,65162084711
CV400,349353,hydrochlorothiazide 25 MG / valsartan 160 MG Oral Tablet,65162084750
CV400,349353,hydrochlorothiazide 25 MG / valsartan 160 MG Oral Tablet,65862054910
CV400,349353,hydrochlorothiazide 25 MG / valsartan 160 MG Oral Tablet,65862054990
CV400,349353,hydrochlorothiazide 25 MG / valsartan 160 MG Oral Tablet,65862054999
CV400,349353,hydrochlorothiazide 25 MG / valsartan 160 MG Oral Tablet,68180010502
CV400,349353,hydrochlorothiazide 25 MG / valsartan 160 MG Oral Tablet,68180010509
CV400,349353,hydrochlorothiazide 25 MG / valsartan 160 MG Oral Tablet,70771148700
CV400,349353,hydrochlorothiazide 25 MG / valsartan 160 MG Oral Tablet,70771148704
CV400,349353,hydrochlorothiazide 25 MG / valsartan 160 MG Oral Tablet,70771148709
CV400,349353,hydrochlorothiazide 25 MG / valsartan 160 MG Oral Tablet,70934059430
CV400,352336,eprosartan 600 MG / hydrochlorothiazide 25 MG Oral Tablet [Teveten HCT],00074302011
CV400,847060,hydrochlorothiazide 12.5 MG / olmesartan medoxomil 20 MG Oral Tablet [Benicar HCT],00713086330
CV400,847060,hydrochlorothiazide 12.5 MG / olmesartan medoxomil 20 MG Oral Tablet [Benicar HCT],65597010530
CV400,403853,hydrochlorothiazide 12.5 MG / olmesartan medoxomil 20 MG Oral Tablet,00378141377
CV400,403853,hydrochlorothiazide 12.5 MG / olmesartan medoxomil 20 MG Oral Tablet,00378141393
CV400,403853,hydrochlorothiazide 12.5 MG / olmesartan medoxomil 20 MG Oral Tablet,13668025101
CV400,403853,hydrochlorothiazide 12.5 MG / olmesartan medoxomil 20 MG Oral Tablet,13668025130
CV400,403853,hydrochlorothiazide 12.5 MG / olmesartan medoxomil 20 MG Oral Tablet,13668025190
CV400,403853,hydrochlorothiazide 12.5 MG / olmesartan medoxomil 20 MG Oral Tablet,16729036610
CV400,403853,hydrochlorothiazide 12.5 MG / olmesartan medoxomil 20 MG Oral Tablet,16729036615
CV400,403853,hydrochlorothiazide 12.5 MG / olmesartan medoxomil 20 MG Oral Tablet,16729036616
CV400,403853,hydrochlorothiazide 12.5 MG / olmesartan medoxomil 20 MG Oral Tablet,16729036617
CV400,403853,hydrochlorothiazide 12.5 MG / olmesartan medoxomil 20 MG Oral Tablet,16729036645
CV400,403853,hydrochlorothiazide 12.5 MG / olmesartan medoxomil 20 MG Oral Tablet,16729036646
CV400,403853,hydrochlorothiazide 12.5 MG / olmesartan medoxomil 20 MG Oral Tablet,33342017307
CV400,403853,hydrochlorothiazide 12.5 MG / olmesartan medoxomil 20 MG Oral Tablet,33342017310
CV400,403853,hydrochlorothiazide 12.5 MG / olmesartan medoxomil 20 MG Oral Tablet,33342017312
CV400,403853,hydrochlorothiazide 12.5 MG / olmesartan medoxomil 20 MG Oral Tablet,33342017344
CV400,403853,hydrochlorothiazide 12.5 MG / olmesartan medoxomil 20 MG Oral Tablet,42291092490
CV400,403853,hydrochlorothiazide 12.5 MG / olmesartan medoxomil 20 MG Oral Tablet,43547039103
CV400,403853,hydrochlorothiazide 12.5 MG / olmesartan medoxomil 20 MG Oral Tablet,43547039109
CV400,403853,hydrochlorothiazide 12.5 MG / olmesartan medoxomil 20 MG Oral Tablet,43547039111
CV400,403853,hydrochlorothiazide 12.5 MG / olmesartan medoxomil 20 MG Oral Tablet,46708014908
CV400,403853,hydrochlorothiazide 12.5 MG / olmesartan medoxomil 20 MG Oral Tablet,46708014910
CV400,403853,hydrochlorothiazide 12.5 MG / olmesartan medoxomil 20 MG Oral Tablet,46708014930
CV400,403853,hydrochlorothiazide 12.5 MG / olmesartan medoxomil 20 MG Oral Tablet,46708014990
CV400,403853,hydrochlorothiazide 12.5 MG / olmesartan medoxomil 20 MG Oral Tablet,46708014991
CV400,403853,hydrochlorothiazide 12.5 MG / olmesartan medoxomil 20 MG Oral Tablet,50090370100
CV400,403853,hydrochlorothiazide 12.5 MG / olmesartan medoxomil 20 MG Oral Tablet,50090370101
CV400,403853,hydrochlorothiazide 12.5 MG / olmesartan medoxomil 20 MG Oral Tablet,50090569400
CV400,403853,hydrochlorothiazide 12.5 MG / olmesartan medoxomil 20 MG Oral Tablet,50090569401
CV400,403853,hydrochlorothiazide 12.5 MG / olmesartan medoxomil 20 MG Oral Tablet,50090590900
CV400,403853,hydrochlorothiazide 12.5 MG / olmesartan medoxomil 20 MG Oral Tablet,50090590901
CV400,403853,hydrochlorothiazide 12.5 MG / olmesartan medoxomil 20 MG Oral Tablet,50090602700
CV400,403853,hydrochlorothiazide 12.5 MG / olmesartan medoxomil 20 MG Oral Tablet,50090602701
CV400,403853,hydrochlorothiazide 12.5 MG / olmesartan medoxomil 20 MG Oral Tablet,50090653700
CV400,403853,hydrochlorothiazide 12.5 MG / olmesartan medoxomil 20 MG Oral Tablet,50090653701
CV400,403853,hydrochlorothiazide 12.5 MG / olmesartan medoxomil 20 MG Oral Tablet,57664075883
CV400,403853,hydrochlorothiazide 12.5 MG / olmesartan medoxomil 20 MG Oral Tablet,57664075899
CV400,403853,hydrochlorothiazide 12.5 MG / olmesartan medoxomil 20 MG Oral Tablet,61919051690
CV400,403853,hydrochlorothiazide 12.5 MG / olmesartan medoxomil 20 MG Oral Tablet,62332014908
CV400,403853,hydrochlorothiazide 12.5 MG / olmesartan medoxomil 20 MG Oral Tablet,62332014910
